recipe_name,ingredients,location,restaurant_type,cuisine_type,dish_category,price_point,price_range,cooking_method,spice_level,dietary_tags,preparation_time,instructions,launch_date,season,neighborhood_type,population_density,area_income_level,region,avg_monthly_sales,customer_rating,review_count,profit_margin,food_cost,success
Premium Rajasthani Thali,"dried berries, spices, vegetables, garlic, lime, lemon, pepper",Lucknow India,fine_dining,rajasthani,appetizer,25.25,upscale,steamed,medium,vegetarian,43,,2022-05-21,spring,business_district,medium,low,india,103,4.8,23,0.6,9.23,1
Lasagna,"pasta, butter, tomatoes, lemon, vegetables",Mumbai India,fine_dining,italian,beverage,40.41,luxury,sauteed,hot,"vegetarian,mild",31,,2022-01-04,winter,residential,very_high,medium,india,169,5.0,32,0.47,24.97,1
Dahi Puri,"onion, pepper, mint chutney, cream, potatoes",Leicester UK,cafe,indian_street_food,side_dish,15.68,mid_range,sauteed,medium,"spicy,high_protein,mild",24,,2023-08-18,summer,tourist_area,medium,medium,europe,216,4.0,40,0.55,7.99,1
Classic Locho,"lime, hing, yogurt, herbs, vegetables, besan, onion",Pune India,casual_dining,gujarati,dessert,14.97,budget,steamed,hot,none,14,,2022-02-06,winter,tourist_area,high,medium,india,257,4.4,34,0.6,5.92,1
Signature Risotto,"mozzarella, pasta, parmesan, lime, garlic",Pune India,food_truck,italian,side_dish,5.39,budget,raw,very_hot,none,25,,2024-01-12,winter,suburban,high,medium,india,201,4.0,46,0.54,2.11,1
Classic Chole Kulche,"butter, potatoes, onion, oil, chickpeas",Bangalore India,fine_dining,punjabi,appetizer,64.93,luxury,steamed,hot,"gluten_free,low_carb",43,,2024-01-15,winter,business_district,high,medium,india,103,4.7,29,0.58,30.85,1
Paneer Butter Masala,"chicken, garam masala, ginger garlic paste, spices, vegetables",Chicago IL,casual_dining,north_indian,appetizer,13.87,mid_range,roasted,hot,"low_carb,high_protein",32,,2023-06-08,summer,residential,high,medium,north_america,156,4.6,37,0.53,6.74,1
Butter Chicken Poutine,"vegetables, specialty sauces, butter, unique toppings, oil, seasonings",Mumbai India,food_truck,fusion,appetizer,4.21,budget,sauteed,medium,none,12,,2023-03-30,spring,downtown,very_high,medium,india,171,3.8,26,0.54,2.15,1
Deluxe Tikka Masala Pasta,"herbs, pasta, fusion spices, oil",Miami FL,cafe,fusion,beverage,15.22,mid_range,roasted,very_hot,"vegan,paleo",16,,2022-05-26,spring,business_district,medium,high,north_america,120,4.4,26,0.4,9.44,1
Ramen Burger,"cream, garlic, lime, specialty sauces, mixed vegetables",Miami FL,fine_dining,fusion,side_dish,37.61,upscale,baked,hot,none,13,,2022-08-17,summer,suburban,medium,high,north_america,109,4.4,17,0.51,19.91,1
Dosa,"oil, sambar powder, spices, herbs, coconut, fish",San Francisco CA,food_truck,south_indian,main_course,5.84,budget,grilled,medium,paleo,36,,2022-09-10,fall,residential,high,high,north_america,137,4.5,37,0.42,3.24,1
Classic Makki di Roti Sarson da Saag,"spices, onions, butter, garlic, potatoes",New York NY,fast_food,punjabi,dessert,10.73,budget,fried,medium,"keto,paleo,dairy_free",31,,2023-12-20,winter,residential,high,high,north_america,292,3.9,70,0.55,5.5,1
Coconut Rice,"onion, coconut, salt, cream, mustard seeds, curry leaves, urad dal",Chicago IL,cafe,south_indian,dessert,6.57,budget,roasted,hot,spicy,13,,2024-01-25,winter,business_district,high,medium,north_america,152,4.4,39,0.52,3.23,1
Fried Rice,"scallions, lime, cream, spices, vegetables, ginger, rice",Chicago IL,fast_food,chinese,dessert,10.42,budget,fried,hot,"mild,vegan",22,,2023-10-21,fall,suburban,high,medium,north_america,290,3.9,66,0.4,5.37,1
Classic Buffalo Wings,"bacon, lime, bread, lettuce, chicken, herbs, spices, garlic",Vancouver Canada,food_truck,american,dessert,3.92,budget,steamed,very_hot,mild,35,,2023-02-17,winter,tourist_area,medium,high,north_america,95,4.7,26,0.49,2.21,1
Premium Classic Burger,"chicken, tomato, salt, bun, spices, lettuce, lemon",Kochi India,food_truck,american,beverage,6.09,budget,steamed,hot,keto,19,,2022-11-11,fall,business_district,medium,medium,india,144,3.9,29,0.43,3.27,1
Chef's Masala Corn,"salt, coriander, potatoes, spices, green chilies, onion, lemon, butter",Chicago IL,casual_dining,indian_street_food,side_dish,24.83,mid_range,roasted,mild,"low_carb,vegetarian,gluten_free",35,,2023-08-24,summer,suburban,high,medium,north_america,208,4.5,25,0.41,16.49,1
Laal Maas,"ghee, jaggery, herbs, cream, lentils, salt, red chilies",Mumbai India,fast_food,rajasthani,beverage,8.26,budget,steamed,medium,"keto,vegetarian,mild",27,,2022-02-01,winter,suburban,very_high,medium,india,541,4.4,99,0.47,4.02,1
Handvo,"oil, sesame oil, onion, butter, cumin seeds, cream",Leicester UK,food_truck,gujarati,side_dish,4.26,budget,baked,mild,"dairy_free,paleo",17,,2022-07-22,summer,business_district,medium,medium,europe,188,3.7,54,0.44,1.96,1
Nachos,"vegetables, lemon, avocado, herbs, salt",Jaipur India,casual_dining,mexican,appetizer,14.23,budget,roasted,hot,none,28,,2023-05-25,spring,business_district,medium,low,india,192,4.3,22,0.43,7.21,1
Thai Pizza,"onion, herbs, lime, cheese",Austin TX,fine_dining,fusion,main_course,36.73,upscale,fried,medium,"low_carb,vegetarian,dairy_free",17,,2022-07-04,summer,business_district,medium,medium,north_america,119,5.0,23,0.41,19.61,1
House Special Pav Bhaji,"vegetables, oil, salt, lime, potatoes, rice flour, pav bread, green chilies",San Francisco CA,food_truck,maharashtrian,appetizer,7.69,budget,sauteed,very_hot,"spicy,vegetarian,keto",30,,2022-07-24,summer,downtown,high,high,north_america,103,4.6,12,0.56,3.14,1
Deluxe Grilled Salmon,"spices, chickpeas, garlic, olives, olive oil, vegetables, onion, lime",Kochi India,casual_dining,mediterranean,dessert,23.35,mid_range,roasted,medium,paleo,43,,2023-02-07,winter,tourist_area,medium,medium,india,194,4.3,39,0.41,12.73,1
Uttapam,"garlic, butter, fish, rice",Vancouver Canada,cafe,south_indian,dessert,7.59,budget,roasted,very_hot,"nut_free,low_carb,mild",42,,2023-02-12,winter,tourist_area,medium,high,north_america,108,4.0,27,0.41,3.77,1
Lasagna,"parmesan, tomatoes, basil, pasta, butter",Ahmedabad India,casual_dining,italian,dessert,16.35,mid_range,steamed,hot,none,15,,2023-10-03,fall,tourist_area,high,medium,india,196,4.7,40,0.44,8.4,1
Kung Pao Chicken,"chili, salt, oil, cream, scallions, garlic, herbs, sesame oil",New York NY,food_truck,chinese,appetizer,6.36,budget,roasted,mild,none,11,,2023-08-14,summer,tourist_area,high,high,north_america,99,4.2,24,0.49,2.73,1
Sweet and Sour Pork,"lemon, oil, ginger, onion, noodles, spices, vegetables",Mumbai India,fine_dining,chinese,main_course,31.37,upscale,steamed,medium,"keto,paleo",45,,2023-01-16,winter,suburban,very_high,medium,india,127,4.9,30,0.59,15.15,1
Signature Dal Makhani,"herbs, lime, oil, tomatoes",Vancouver Canada,fine_dining,north_indian,appetizer,57.45,luxury,fried,very_hot,"mild,spicy",41,,2023-04-15,spring,residential,medium,high,north_america,160,4.6,20,0.6,21.92,1
Payasam,"jaggery, oil, tamarind, salt, lemon, vegetables, cream",Hyderabad India,cafe,kerala,beverage,10.68,mid_range,grilled,mild,"gluten_free,paleo,dairy_free",24,,2022-05-19,spring,business_district,high,medium,india,216,4.5,49,0.5,5.64,1
Kulfi,"garlic, lime, salt, kidney beans, lemon, cream, oil",San Francisco CA,cafe,punjabi,main_course,12.57,mid_range,raw,mild,"vegan,dairy_free,nut_free",40,,2022-09-15,fall,residential,high,high,north_america,184,4.3,41,0.43,7.41,1
Classic Rasgulla,"panch phoron, vegetables, salt, mustard seeds, lemon, nigella seeds, oil",Bangalore India,casual_dining,bengali,side_dish,10.78,budget,steamed,very_hot,vegetarian,27,,2024-02-17,winter,residential,high,medium,india,320,4.3,77,0.44,5.63,1
Solkadhi,"butter, cream, potatoes, pepper",Miami FL,cafe,maharashtrian,appetizer,8.25,budget,fried,medium,"gluten_free,nut_free,high_protein",41,,2023-01-06,winter,residential,medium,high,north_america,179,4.3,26,0.54,3.54,1
Bharli Vangi,"coconut, pepper, butter, lime, vegetables, potatoes, herbs",Kochi India,food_truck,maharashtrian,beverage,6.29,budget,baked,hot,"vegan,paleo,mild",10,,2023-03-19,spring,downtown,medium,medium,india,98,3.9,13,0.52,2.69,1
Lasagna,"lime, cream, pepper, tomatoes, salt, vegetables, basil",Delhi India,fast_food,italian,dessert,5.22,budget,raw,hot,vegetarian,39,,2023-12-17,winter,suburban,very_high,medium,india,491,4.0,76,0.57,2.48,1
Amritsari Fish,"wheat flour, butter, pepper, chickpeas, lime, cream, herbs, vegetables",Austin TX,food_truck,punjabi,dessert,6.63,budget,raw,medium,"keto,vegan,gluten_free",11,,2022-01-19,winter,suburban,medium,medium,north_america,137,4.4,33,0.47,3.81,1
Sandesh,"onion, panch phoron, mustard seeds, mustard oil, pepper, cream, potatoes",Ahmedabad India,cafe,bengali,appetizer,9.85,budget,raw,medium,paleo,37,,2024-02-08,winter,tourist_area,high,medium,india,115,4.1,18,0.56,3.93,1
BBQ Ribs,"beef, pepper, cheese, vegetables",Ahmedabad India,fast_food,american,appetizer,6.06,budget,sauteed,hot,"low_carb,high_protein",10,,2023-09-04,fall,tourist_area,high,medium,india,347,4.5,82,0.55,3.09,1
Classic Appam with Stew,"oil, rice, vegetables, curry leaves, cream, garlic",Chicago IL,casual_dining,kerala,side_dish,9.25,budget,roasted,hot,"high_protein,low_carb",24,,2023-03-12,spring,tourist_area,high,medium,north_america,235,4.8,33,0.41,5.87,1
Bhel Puri,"butter, onions, cream, garlic, lime, yogurt",Miami FL,food_truck,indian_street_food,main_course,4.46,budget,raw,medium,"paleo,vegan",42,,2023-07-21,summer,tourist_area,medium,high,north_america,127,3.7,27,0.55,2.11,1
House Special Appam,"sambar powder, jaggery, lentils, mustard seeds",New York NY,fast_food,south_indian,side_dish,11.65,budget,grilled,very_hot,spicy,45,,2023-07-29,summer,suburban,high,high,north_america,334,4.1,61,0.38,7.72,1
Coconut Chutney,"fenugreek, chana dal, butter, lemon, coconut, tamarind, rice",Chicago IL,food_truck,south_indian,side_dish,3.86,budget,roasted,medium,none,35,,2022-09-16,fall,business_district,high,medium,north_america,173,4.3,38,0.52,2.07,1
Thalipeeth,"salt, rice flour, lemon, prawns, lime, butter, pav bread, onions",Mumbai India,casual_dining,maharashtrian,side_dish,8.63,budget,fried,medium,gluten_free,12,,2024-01-06,winter,downtown,very_high,medium,india,188,4.6,33,0.61,3.38,1
Premium Hummus Plate,"lime, lemon, butter, vegetables",Seattle WA,casual_dining,mediterranean,appetizer,19.62,mid_range,baked,very_hot,"low_carb,gluten_free",44,,2023-07-26,summer,suburban,medium,high,north_america,232,4.9,32,0.44,11.15,1
Pyaaz Kachori,"cardamom, spices, salt, lemon, oil, red chilies",Goa India,fine_dining,rajasthani,dessert,44.26,luxury,steamed,mild,"nut_free,mild,vegetarian",39,,2023-04-29,spring,downtown,low,medium,india,141,4.9,42,0.48,20.63,1
Premium Spaghetti Carbonara,"onion, oregano, lime, parmesan, garlic, pasta",Chennai India,fine_dining,italian,dessert,39.21,upscale,raw,medium,none,30,,2022-01-24,winter,tourist_area,high,medium,india,188,5.0,22,0.53,18.55,1
Signature Malai Kofta,"basmati rice, yogurt, ginger garlic paste, pepper",Birmingham UK,fine_dining,north_indian,beverage,43.43,luxury,sauteed,hot,"spicy,mild",21,,2023-09-24,fall,business_district,high,medium,europe,172,4.6,44,0.52,24.85,1
Pinni,"pepper, cream, ginger, onion, green chilies, wheat flour",Lucknow India,cafe,punjabi,beverage,4.4,budget,raw,mild,"vegan,paleo,vegetarian",11,,2023-02-26,winter,tourist_area,medium,low,india,125,4.4,34,0.54,2.25,1
Deluxe Nachos,"cream, cilantro, spices, corn tortillas",New York NY,cafe,mexican,main_course,8.27,mid_range,baked,very_hot,none,35,,2022-05-15,spring,suburban,high,high,north_america,139,4.4,35,0.48,3.67,1
Shorshe Ilish,"herbs, mustard seeds, butter, coconut milk",Bangalore India,fast_food,bengali,dessert,5.52,budget,sauteed,medium,none,26,,2023-06-04,summer,business_district,high,medium,india,506,3.8,110,0.48,2.68,1
Kosha Mangsho,"coconut milk, panch phoron, salt, mustard seeds",Miami FL,cafe,bengali,beverage,8.59,budget,baked,very_hot,"dairy_free,vegan,spicy",39,,2022-05-08,spring,residential,medium,high,north_america,215,4.4,40,0.4,4.43,1
Fish Curry,"spices, garlic, oil, jaggery, lime, poppy seeds, butter, coconut milk",Kolkata India,fast_food,bengali,dessert,5.41,budget,sauteed,mild,none,29,,2022-07-15,summer,tourist_area,very_high,medium,india,550,3.8,124,0.45,2.55,1
Sweet and Sour Pork,"spices, scallions, butter, vegetables, pepper, oil, lemon",Chicago IL,cafe,chinese,side_dish,12.85,mid_range,roasted,hot,high_protein,13,,2023-07-08,summer,residential,high,medium,north_america,189,4.6,44,0.43,7.34,1
Chef's Kung Pao Chicken,"cream, chili, seasonings, lime, noodles, butter",Pune India,casual_dining,chinese,dessert,23.2,mid_range,roasted,medium,none,20,,2022-05-01,spring,downtown,high,medium,india,333,4.2,68,0.56,10.67,1
Greek Salad,"spices, butter, salt, feta cheese, lime, onion",Vancouver Canada,fine_dining,mediterranean,dessert,76.47,luxury,sauteed,hot,"dairy_free,gluten_free",28,,2022-10-10,fall,suburban,medium,high,north_america,100,4.8,29,0.56,35.29,1
Philly Cheesesteak,"spices, lettuce, lime, tomato, onion, vegetables, garlic, lemon",Miami FL,fast_food,american,main_course,5.7,budget,fried,medium,"spicy,dairy_free,paleo",39,,2022-02-14,winter,suburban,medium,high,north_america,296,4.1,88,0.49,2.57,1
Chef's Quesadillas,"oil, cilantro, cheese, cream",Kolkata India,cafe,mexican,dessert,14.1,mid_range,baked,hot,"dairy_free,high_protein,nut_free",43,,2022-05-04,spring,residential,very_high,medium,india,210,4.3,30,0.59,4.6,1
Chef's Hakka Noodles,"bell peppers, butter, oil, salt, cabbage, green chilies, onion, cream",San Francisco CA,fine_dining,indo_chinese,dessert,29.03,upscale,steamed,very_hot,"low_carb,keto,gluten_free",42,,2023-06-28,summer,tourist_area,high,high,north_america,150,5.0,34,0.6,11.29,1
Classic Philly Cheesesteak,"potatoes, bacon, cheese, salt, lemon, tomato",Bangalore India,casual_dining,american,side_dish,13.28,budget,grilled,mild,none,20,,2023-12-24,winter,tourist_area,high,medium,india,226,4.4,66,0.58,6.43,1
Idli Sambhar,"lime, lentils, fenugreek, rice, herbs, sambar powder",Austin TX,casual_dining,south_indian,side_dish,10.72,budget,sauteed,hot,none,24,,2023-01-17,winter,tourist_area,medium,medium,north_america,133,4.4,36,0.38,7.26,1
Pani Puri,"onions, lime, yogurt, garlic, tamarind chutney, green chilies, sev, coriander",Mumbai India,fine_dining,indian_street_food,beverage,30.93,upscale,baked,hot,gluten_free,26,,2023-09-26,fall,business_district,very_high,medium,india,161,4.9,44,0.56,13.09,1
Laal Maas,"jaggery, yogurt, pepper, ghee, lime, garlic",Los Angeles CA,cafe,rajasthani,main_course,14.06,mid_range,sauteed,hot,none,25,,2023-03-04,spring,tourist_area,high,high,north_america,176,4.4,50,0.52,6.55,1
Mac and Cheese,"pepper, beef, herbs, chicken, onion, vegetables, cheese",Ahmedabad India,fine_dining,american,main_course,31.37,upscale,roasted,hot,dairy_free,32,,2023-07-04,summer,downtown,high,medium,india,92,5.0,13,0.57,14.23,1
Hot and Sour Soup,"seasonings, garlic, green chilies, ginger garlic",Miami FL,cafe,indo_chinese,dessert,4.39,budget,roasted,medium,mild,27,,2023-04-19,spring,residential,medium,high,north_america,141,4.0,31,0.41,2.51,1
Bhel Puri,"coriander, cream, herbs, lime, lemon, chaat masala, onion, sev",Los Angeles CA,casual_dining,indian_street_food,main_course,24.37,mid_range,roasted,mild,"keto,vegetarian,gluten_free",24,,2023-08-27,summer,residential,high,high,north_america,332,4.1,82,0.59,11.99,1
Thalipeeth,"onion, pav bread, potatoes, butter, prawns, coconut, rice flour, oil",Chicago IL,food_truck,maharashtrian,dessert,7.87,budget,fried,mild,"high_protein,keto,nut_free",21,,2022-02-19,winter,tourist_area,high,medium,north_america,206,4.1,54,0.6,2.65,1
Hummus Plate,"salt, cream, oil, herbs, vegetables",Birmingham UK,cafe,mediterranean,beverage,8.48,budget,raw,very_hot,"keto,nut_free,mild",43,,2022-01-01,winter,tourist_area,high,medium,europe,207,4.0,37,0.58,3.6,1
Fried Chicken,"cream, salt, herbs, vegetables, pepper, onions, spices",Hyderabad India,casual_dining,american,dessert,14.19,mid_range,grilled,very_hot,"nut_free,vegetarian,keto",41,,2023-07-06,summer,business_district,high,medium,india,195,4.7,41,0.55,6.3,1
Karimeen Fish,"coconut oil, onion, coconut, pepper, fish, vegetables",Austin TX,fine_dining,kerala,side_dish,44.86,upscale,steamed,very_hot,nut_free,33,,2022-05-21,spring,residential,medium,medium,north_america,177,4.6,47,0.59,16.47,1
Signature Quesadillas,"vegetables, lemon, avocado, cheese, garlic, oil, chicken, lime",Bangalore India,food_truck,mexican,dessert,4.64,budget,roasted,medium,none,34,,2023-06-08,summer,tourist_area,high,medium,india,93,4.4,21,0.49,2.3,1
Signature Thai Pizza,"oil, vegetables, butter, spices, garlic, specialty sauces, creative proteins, mixed vegetables",Miami FL,food_truck,fusion,beverage,7.28,budget,roasted,hot,keto,12,,2023-11-21,fall,business_district,medium,high,north_america,114,4.2,13,0.54,3.56,1
Thai Pizza,"lemon, mixed vegetables, herbs, unique toppings, cream, oil, specialty sauces, salt",Lucknow India,casual_dining,fusion,dessert,21.61,mid_range,roasted,mild,none,12,,2023-03-16,spring,suburban,medium,low,india,221,4.4,51,0.46,10.73,1
Bhel Puri,"oil, herbs, chaat masala, yogurt, butter, garlic, sev",Chennai India,casual_dining,indian_street_food,dessert,21.23,mid_range,sauteed,very_hot,nut_free,22,,2022-03-15,spring,residential,high,medium,india,239,4.2,34,0.49,12.21,1
Premium Dim Sum,"pepper, lime, vegetables, chili",Chicago IL,fine_dining,chinese,appetizer,25.4,upscale,steamed,very_hot,"keto,low_carb,high_protein",41,,2022-12-18,winter,tourist_area,high,medium,north_america,69,4.9,15,0.57,12.57,1
Chicken Manchurian,"lime, onion, bell peppers, ginger garlic, garlic",Los Angeles CA,fast_food,indo_chinese,side_dish,10.25,budget,sauteed,very_hot,none,12,,2023-09-14,fall,business_district,high,high,north_america,369,3.7,47,0.44,6.03,1
Malabar Biryani,"green chilies, garlic, black pepper, coconut",Kolkata India,casual_dining,kerala,beverage,16.57,mid_range,sauteed,hot,mild,19,,2023-09-05,fall,suburban,very_high,medium,india,127,4.7,28,0.55,8.33,1
Mishti Doi,"onion, garlic, vegetables, prawns, mustard oil",New York NY,cafe,bengali,side_dish,11.63,mid_range,raw,medium,"vegetarian,vegan,paleo",29,,2023-05-07,spring,tourist_area,high,high,north_america,146,4.4,26,0.4,7.48,1
Shorshe Ilish,"mustard oil, potatoes, herbs, butter, vegetables, prawns, rice",Leicester UK,food_truck,bengali,dessert,6.34,budget,steamed,medium,"nut_free,vegan,keto",31,,2023-01-10,winter,downtown,medium,medium,europe,168,4.1,46,0.41,3.41,1
Deluxe Mohanthal,"onion, salt, cumin seeds, lemon, mustard seeds, coriander, coconut, oil",New York NY,fast_food,gujarati,appetizer,5.25,budget,raw,medium,"paleo,high_protein",11,,2023-03-07,spring,downtown,high,high,north_america,470,4.4,74,0.45,3.13,1
Deluxe Kulfi,"ghee, potatoes, oil, garlic, herbs",Delhi India,casual_dining,punjabi,side_dish,19.14,mid_range,sauteed,hot,"keto,vegetarian",30,,2022-01-13,winter,business_district,very_high,medium,india,339,4.7,43,0.45,9.75,1
Dhokla,"spices, coconut, turmeric, green chilies, butter, pepper, salt, mustard seeds",Mumbai India,food_truck,gujarati,main_course,7.09,budget,fried,hot,keto,12,,2022-03-22,spring,suburban,very_high,medium,india,103,4.4,25,0.46,3.4,1
